Regno Lact DIM no_test Ageday milk htd milk.1 fat pro L1 L2 L3 L4 L5 L6
1365632 1 156 3 842 36 123413889 36 0 0 0.707 0.008 -0.79 -0.019 0.795 0.03
1436476 1 96 3 792 29.8 103213907 29.8 0.92 1 0.707 -0.485 -0.419 0.821 0.899 -0.647
3173337 1 187 3 780 30.1 2510139311 30.1 0.57 1.11 0.707 0.263 -0.681 -0.556 0.779 0.75
2056261 1 235 3 951 33.6 1013914 33.6 1.3 1 0.707 0.658 -0.107 -0.783 1.337 0.009
1291923 1 230 3 948 39 10713864 39 1.03 1.38 0.707 0.616 -0.19 -0.816 1.19 0.193
3082877 1 153 3 857 37.6 201613863 37.6 1.88 1.15 0.707 -0.016 -0.79 0.038 0.795 -0.059
1382524 1 111 3 934 32.8 1119138812 32.8 0.81 0.83 0.707 -0.362 -0.584 0.708 0.797 -0.812
4189983 1 88 3 799 32.4 359413925 32.4 0.83 1 0.707 -0.551 -0.311 0.837 1.014 -0.451
3078513 1 224 3 982 30.4 12513862 30.4 0.88 1.03 0.707 0.567 -0.282 -0.835 1.052 0.392
5005759 1 15 3 845 26 15413869 26 0 0 0.707 -1.151 1.303 -1.243 7.327 -0.635
1304981 1 160 3 930 45.9 1074138810 45.9 1.45 1.67 0.707 0.041 -0.788 -0.094 0.795 0.147
3134141 1 11 3 724 24.4 231913905 24.4 0.71 0.59 0.707 -1.184 1.425 -1.51 8.149 -1.297
1469071 1 110 3 862 29 123413913 29 1.02 0.78 0.707 -0.37 -0.574 0.719 0.8 -0.809
1372272 1 91 3 825 35 1059138812 35 1.63 0.94 0.707 -0.526 -0.353 0.835 0.965 -0.533
7854529 1 236 3 982 46 1552013934 46 1.31 1.44 0.707 0.666 -0.09 -0.774 1.371 -0.029
1291929 1 23 3 756 28 107138510 28 1.25 0.88 0.707 -1.085 1.071 -0.766 5.888 0.294
4085543 1 59 3 1253 36.6 350013877 36.6 0 0 0.707 -0.789 0.194 0.557 2.065 0.605
6032389 1 67 2 875 30.4 37413929 30.4 0.75 0.95 0.707 -0.723 0.037 0.694 1.647 0.303
4193867 1 190 3 972 41.6 350313932 41.6 0.91 1.11 0.707 0.288 -0.66 -0.599 0.78 0.78
3167784 1 122 3 838 41.2 220913937 41.2 1.9 1.44 0.707 -0.271 -0.674 0.571 0.779 -0.761
3135736 1 174 3 942 31 220913908 31 1.21 1.15 0.707 0.156 -0.752 -0.348 0.785 0.519
5020485 1 233 3 934 28 15413882 28 0 0 0.707 0.641 -0.141 -0.798 1.274 0.084
4098280 1 257 3 1003 24 356813887 24 0 0 0.707 0.838 0.321 -0.421 2.461 -0.796
3098887 1 143 3 824 40 220913876 40 1.2 1.24 0.707 -0.099 -0.775 0.224 0.791 -0.343
4140338 1 28 3 728 34 352213904 34 0 0 0.707 -1.044 0.932 -0.504 5.116 0.651
2054390 1 245 3 1016 31.5 2702413904 31.5 1.07 0 0.707 0.74 0.075 -0.664 1.741 -0.381
8415001 1 161 3 904 26.5 18524139111 26.5 1.37 0.65 0.707 0.049 -0.787 -0.113 0.794 0.176
1431892 1 255 3 990 38.4 1561013903 38.4 1.03 1.21 0.707 0.822 0.278 -0.469 2.32 -0.737
1534111 1 85 3 786 34.2 114613919 34.2 0.71 1.17 0.707 -0.575 -0.267 0.833 1.072 -0.361
2054074 1 44 3 743 19.5 2713894 19.5 0.49 0 0.707 -0.912 0.526 0.157 3.212 0.971
1468610 1 70 3 753 33 123413909 33 0.71 1.06 0.707 -0.699 -0.019 0.733 1.52 0.185
4162738 1 85 3 773 50.2 350013915 50.2 1.42 1.36 0.707 -0.575 -0.267 0.833 1.072 -0.361
4162054 1 93 3 882 23.6 350013916 23.6 0.79 0.76 0.707 -0.51 -0.38 0.831 0.936 -0.582
1367929 1 212 3 964 29.2 109113885 29.2 0.99 0.76 0.707 0.469 -0.444 -0.812 0.878 0.685
2066464 1 132 3 834 36.5 2613943 36.5 1.57 1.31 0.707 -0.189 -0.734 0.416 0.782 -0.605
7825409 1 227 3 949 36.8 15502138812 36.8 0.57 1.09 0.707 0.592 -0.237 -0.828 1.116 0.296
1539705 1 116 3 941 44 21015139212 44 1.77 1.3 0.707 -0.321 -0.628 0.651 0.785 -0.806
6031155 1 19 3 828 28 19813928 28 0.79 0.91 0.707 -1.118 1.185 -0.995 6.574 -0.109
6016948 1 290 3 1042 37.5 198138511 37.5 0.99 1.49 0.707 1.11 1.156 0.936 6.397 -0.002
3117441 1 256 3 989 28 14613899 28 0.95 0.9 0.707 0.83 0.299 -0.445 2.389 -0.768
1326947 1 62 3 793 6.2 110613866 6.2 0 0 0.707 -0.764 0.133 0.614 1.894 0.496
7817285 1 211 3 1042 37.6 201138712 37.6 1.06 1.07 0.707 0.46 -0.456 -0.806 0.868 0.702
4131896 1 77 4 756 28 355813897 28 0.77 0.76 0.707 -0.641 -0.141 0.798 1.274 -0.084
3158792 1 165 3 973 41 202613934 41 1.56 1.19 0.707 0.082 -0.78 -0.187 0.792 0.289
8309190 1 8 3 958 24.5 28113865 24.5 1.27 0 0.707 -1.208 1.518 -1.723 8.814 -1.895
1386251 1 243 3 941 33 135138811 33 1.07 1.04 0.707 0.723 0.037 -0.694 1.647 -0.303
1338588 1 41 3 776 29.1 123413874 29.1 0.81 0.76 0.707 -0.937 0.598 0.052 3.51 0.984
1341363 1 278 3 1019 33.8 115913878 33.8 1.21 0.95 0.707 1.011 0.826 0.315 4.563 -0.834
3116090 1 242 3 1072 41.6 200138910 41.6 1.06 1.41 0.707 0.715 0.018 -0.707 1.603 -0.264
1411522 1 117 3 925 34 117113897 34 1.26 0.89 0.707 -0.312 -0.636 0.638 0.783 -0.801
3164551 1 132 3 865 33.4 2621139212 33.4 0.84 1.02 0.707 -0.189 -0.734 0.416 0.782 -0.605
1409721 1 203 3 900 8.01 1234138911 8.01 0.19 0.27 0.707 0.395 -0.544 -0.748 0.813 0.795
1622991 1 45 3 917 26 142513936 26 0.71 0.75 0.707 -0.904 0.502 0.19 3.119 0.96
4096374 1 48 3 774 17.6 350013876 17.6 0 0.5 0.707 -0.879 0.432 0.283 2.853 0.915
6033609 1 21 3 899 32 198139312 32 1.4 0.97 0.707 -1.101 1.128 -0.878 6.223 0.107
7830868 1 195 3 880 34 1551513899 34 0.82 1.09 0.707 0.329 -0.62 -0.663 0.786 0.809
7853853 1 123 3 953 39.2 1087139312 39.2 1.32 1.38 0.707 -0.263 -0.681 0.556 0.779 -0.75
4205048 1 161 3 844 49.5 350013942 49.5 1.17 1.65 0.707 0.049 -0.787 -0.113 0.794 0.176
1428887 1 73 3 925 28.6 67313907 28.6 1.03 0.76 0.707 -0.674 -0.072 0.765 1.406 0.068
1514859 1 199 3 861 21.6 1613926 21.6 0.64 0.72 0.707 0.362 -0.584 -0.708 0.797 0.812
1467313 1 103 3 864 27 1263138910 27 1.05 1 0.707 -0.427 -0.502 0.781 0.836 -0.758
1409337 1 137 3 1459 39.5 1251139011 39.5 1.53 1.27 0.707 -0.148 -0.756 0.331 0.786 -0.496
7822250 1 247 3 942 0 201138812 0 0 0 0.707 0.756 0.114 -0.632 1.841 -0.458
4135131 1 30 3 771 46.2 352213902 46.2 0.95 1.38 0.707 -1.027 0.879 -0.407 4.833 0.753
2069739 1 122 3 852 45.1 1413943 45.1 1.61 1.36 0.707 -0.271 -0.674 0.571 0.779 -0.761
1518314 1 60 3 814 28.8 135813922 28.8 1.39 0.87 0.707 -0.781 0.174 0.577 2.006 0.569
1353652 1 97 3 827 30.3 110113881 30.3 1.17 0.88 0.707 -0.477 -0.431 0.816 0.888 -0.666
1429141 1 223 3 1003 46 115013906 46 0.97 1.48 0.707 0.559 -0.297 -0.836 1.032 0.422
1343197 1 157 3 1010 30.4 1250138710 30.4 1.46 0.97 0.707 0.016 -0.79 -0.038 0.795 0.059
4188840 1 37 3 786 36 354813928 36 0.96 1.05 0.707 -0.97 0.697 -0.101 3.947 0.957
4067595 1 136 3 1472 22.6 354313858 22.6 0.71 0.63 0.707 -0.156 -0.752 0.348 0.785 -0.519
1414221 1 275 3 982 33.8 11013902 33.8 0.77 1.12 0.707 0.986 0.748 0.183 4.184 -0.92
6919187 1 64 2 814 17.5 1105413866 17.5 0.81 0 0.707 -0.748 0.094 0.648 1.79 0.42
1500559 1 86 3 838 34 123413922 34 0.31 0.99 0.707 -0.567 -0.282 0.835 1.052 -0.392
3149409 1 281 3 1057 36.6 2001139210 36.6 0.92 1.19 0.707 1.036 0.905 0.455 4.973 -0.704
1440421 1 155 3 878 31.4 13213921 31.4 0.98 0.91 0.707 0 -0.791 0 0.796 0
6621081 1 100 3 896 38 10413931 38 1.47 1.32 0.707 -0.452 -0.467 0.801 0.859 -0.718
1499567 1 21 3 719 36.4 103213919 36.4 1.34 1.11 0.707 -1.101 1.128 -0.878 6.223 0.107
7823626 1 9 3 758 22.1 105713896 22.1 0.66 0.89 0.707 -1.2 1.487 -1.651 8.587 -1.686
4207429 1 112 3 800 36 355913935 36 0.96 0.87 0.707 -0.353 -0.593 0.697 0.794 -0.813
4113566 1 182 3 973 24.5 357013888 24.5 0.74 0.77 0.707 0.222 -0.713 -0.481 0.779 0.678
3139323 1 55 3 755 35.2 206813912 35.2 1.12 1.13 0.707 -0.822 0.278 0.469 2.32 0.737
4077108 1 84 3 784 38.8 3558138510 38.8 1.4 1.1 0.707 -0.584 -0.252 0.831 1.093 -0.329
4214272 1 222 3 944 36 357013943 36 0.92 0.96 0.707 0.551 -0.311 -0.837 1.014 0.451
4092871 1 258 3 971 42 3522138712 42 1.4 1.1 0.707 0.847 0.343 -0.395 2.535 -0.824
1311334 1 276 3 1085 32.8 110213866 32.8 1.34 1.12 0.707 0.995 0.773 0.226 4.307 -0.896
7415053 1 91 3 943 40.6 13036139010 40.6 1.11 0 0.707 -0.526 -0.353 0.835 0.965 -0.533
1466720 1 283 3 1033 24.4 107513905 24.4 0.95 0.78 0.707 1.052 0.96 0.554 5.263 -0.591
1370307 1 258 3 1188 17.4 105713878 17.4 0.51 0.61 0.707 0.847 0.343 -0.395 2.535 -0.824
7611232 1 239 2 1035 29 14533138710 29 0.75 0 0.707 0.69 -0.037 -0.744 1.48 -0.146
4085528 1 112 3 955 45.4 350013869 45.4 1.16 1.27 0.707 -0.353 -0.593 0.697 0.794 -0.813
3120902 1 141 3 858 0 208413889 0 0 0 0.707 -0.115 -0.77 0.26 0.789 -0.396
4153573 1 237 3 939 45 1413909 45 1.46 1.46 0.707 0.674 -0.072 -0.765 1.406 -0.068
1398307 1 177 3 864 42.99 123413899 42.99 0 0 0.707 0.181 -0.739 -0.399 0.783 0.585
4152535 1 45 3 975 34.2 3520139110 34.2 0 0 0.707 -0.904 0.502 0.19 3.119 0.96
4187532 1 188 3 916 43.6 357713922 43.6 1.44 1.29 0.707 0.271 -0.674 -0.571 0.779 0.761
7823253 1 236 3 1065 36 1057138711 36 1.12 1.08 0.707 0.666 -0.09 -0.774 1.371 -0.029
1605654 1 165 3 861 27 10913944 27 0.5 0.91 0.707 0.082 -0.78 -0.187 0.792 0.289
1514012 1 229 3 1153 49 1561013937 49 2.39 1.94 0.707 0.608 -0.206 -0.821 1.164 0.228
1433206 1 287 3 1043 33 105139012 33 0 0 0.707 1.085 1.071 0.766 5.888 -0.294
9363242 1 162 3 873 27 27026138812 27 0.59 0 0.707 0.058 -0.785 -0.131 0.794 0.204
4081833 1 130 3 1037 35.5 355813876 35.5 0 0 0.707 -0.205 -0.724 0.449 0.78 -0.643
1509743 1 83 3 1047 30.4 13052139212 30.4 1.01 0.85 0.707 -0.592 -0.237 0.828 1.116 -0.296
1538264 1 120 3 1074 31 13513936 31 0.76 0.93 0.707 -0.288 -0.66 0.599 0.78 -0.78
8315548 1 180 3 837 29.6 1753513925 29.6 0 0 0.707 0.205 -0.724 -0.449 0.78 0.643
7421251 1 200 3 890 35 23313938 35 1.28 0 0.707 0.37 -0.574 -0.719 0.8 0.809
3145471 1 141 3 873 38.8 2017139111 38.8 1.2 1.18 0.707 -0.115 -0.77 0.26 0.789 -0.396
3103541 1 280 3 1069 31 230013884 31 0.8 1.09 0.707 1.027 0.879 0.407 4.833 -0.753
4103778 1 122 3 839 27.6 18513884 27.6 0 0 0.707 -0.271 -0.674 0.571 0.779 -0.761
4215759 1 63 3 738 46.7 350013941 46.7 1.33 1.27 0.707 -0.756 0.114 0.632 1.841 0.458
1490799 1 29 3 724 37.6 120913915 37.6 0.94 1.13 0.707 -1.036 0.905 -0.455 4.973 0.704
1455084 1 211 3 932 33.8 1176139012 33.8 0.86 1.22 0.707 0.46 -0.456 -0.806 0.868 0.702
3146601 1 24 3 798 37 125139112 37 1.04 1.3 0.707 -1.077 1.043 -0.711 5.726 0.378
9718829 1 140 3 929 28 136613943 28 0.78 0.9 0.707 -0.123 -0.767 0.278 0.788 -0.422
1566202 1 177 3 873 41 105913944 41 1.38 1.17 0.707 0.181 -0.739 -0.399 0.783 0.585
9358771 1 122 3 937 25.5 2713855 25.5 0.38 0 0.707 -0.271 -0.674 0.571 0.779 -0.761
3121762 1 106 3 820 40.6 200113895 40.6 1.06 1.08 0.707 -0.403 -0.534 0.757 0.818 -0.787
5618392 1 91 3 920 43 710813888 43 0 0 0.707 -0.526 -0.353 0.835 0.965 -0.533
2062261 1 56 3 750 37 1013919 37 0.94 1.16 0.707 -0.814 0.256 0.493 2.253 0.706
1468426 1 210 3 1014 21 13513913 21 0.58 0.62 0.707 0.452 -0.467 -0.801 0.859 0.718
9364568 1 190 3 839 18 27027138912 18 0.38 0 0.707 0.288 -0.66 -0.599 0.78 0.78
3084520 1 273 3 974 28 211013869 28 1.29 0.92 0.707 0.97 0.697 0.101 3.947 -0.957
5618231 1 188 3 1115 31 7144138710 31 0 0 0.707 0.271 -0.674 -0.571 0.779 0.761
5613614 1 151 3 959 29 7060138512 29 0 0 0.707 -0.033 -0.789 0.075 0.795 -0.118
7845607 1 53 3 756 36.4 20113918 36.4 1.21 1.16 0.707 -0.838 0.321 0.421 2.461 0.796
1299127 1 118 3 1202 35 122513875 35 0 0 0.707 -0.304 -0.644 0.625 0.782 -0.795
4110834 1 242 3 1110 25 356913897 25 0.95 0.8 0.707 0.715 0.018 -0.707 1.603 -0.264
1562206 1 109 3 867 41.6 141213931 41.6 1.24 1.19 0.707 -0.378 -0.565 0.729 0.804 -0.806
3139268 1 151 3 1063 46.4 2464139112 46.4 2.27 1.67 0.707 -0.033 -0.789 0.075 0.795 -0.118
1546283 1 81 3 786 44 1234139211 44 1.06 1.28 0.707 -0.608 -0.206 0.821 1.164 -0.228
1412388 1 54 3 776 36.8 104113894 36.8 0.56 0.73 0.707 -0.83 0.299 0.445 2.389 0.768
1498353 1 204 3 1244 43 117813919 43 1.3 1.24 0.707 0.403 -0.534 -0.757 0.818 0.787
1533969 1 132 3 1125 20 13513935 20 0.37 0.59 0.707 -0.189 -0.734 0.416 0.782 -0.605
9363193 1 222 3 983 22 2702713893 22 0.37 0 0.707 0.551 -0.311 -0.837 1.014 0.451
4115651 1 192 4 947 35.4 355813899 35.4 1.08 1.07 0.707 0.304 -0.644 -0.625 0.782 0.795
1569240 1 160 3 1116 44.2 110113943 44.2 1.69 1.36 0.707 0.041 -0.788 -0.094 0.795 0.147
8272916 1 128 3 840 31 1734813898 31 0.73 1.2 0.707 -0.222 -0.713 0.481 0.779 -0.678
1305233 1 186 3 927 34 100913892 34 0.6 0.89 0.707 0.255 -0.688 -0.542 0.778 0.737
4088554 1 155 3 853 33.8 355513879 33.8 1.51 1.14 0.707 0 -0.791 0 0.796 0
3138850 1 147 3 992 24.3 20013915 24.3 0.72 0.63 0.707 -0.066 -0.784 0.15 0.793 -0.233
7411160 1 187 3 920 27 1303713872 27 0.82 1.01 0.707 0.263 -0.681 -0.556 0.779 0.75
1603667 1 199 3 936 16 10913929 16 0.63 0.52 0.707 0.362 -0.584 -0.708 0.797 0.812
9705983 1 260 3 1005 11 134113936 11 0.42 0.35 0.707 0.863 0.387 -0.341 2.689 -0.873
4141970 1 43 3 700 26.6 357113898 26.6 1.06 0.64 0.707 -0.921 0.549 0.123 3.309 0.978
1534547 1 107 3 924 37 130313923 37 1.25 1.19 0.707 -0.395 -0.544 0.748 0.813 -0.795
1485189 1 200 3 1107 27.2 1561013926 27.2 0.71 0.8 0.707 0.37 -0.574 -0.719 0.8 0.809
6016956 1 78 3 853 37.2 19813855 37.2 1.72 1.59 0.707 -0.633 -0.157 0.805 1.245 -0.121
1431253 1 266 3 1119 25.6 1251139010 25.6 0.94 0.86 0.707 0.912 0.526 -0.157 3.212 -0.971
1375494 1 17 3 838 35 313877 35 0 0 0.707 -1.134 1.244 -1.117 6.942 -0.356
1294327 1 251 3 1073 35.8 102813877 35.8 1.36 1.15 0.707 0.789 0.194 -0.557 2.065 -0.605
7818695 1 283 3 976 22.4 15509138912 22.4 0.69 0.77 0.707 1.052 0.96 0.554 5.263 -0.591
5023604 1 78 3 803 38.2 15413912 38.2 0 0 0.707 -0.633 -0.157 0.805 1.245 -0.121
9117359 1 234 3 1192 33 2553613901 33 0.99 0.99 0.707 0.649 -0.124 -0.791 1.305 0.047
2055269 1 28 3 750 30.6 1013897 30.6 0.99 0.9 0.707 -1.044 0.932 -0.504 5.116 0.651
1600574 1 102 3 913 26.3 138613934 26.3 0.9 0.9 0.707 -0.436 -0.491 0.788 0.843 -0.746
4081563 1 44 3 913 45.8 352413861 45.8 0.77 1.19 0.707 -0.912 0.526 0.157 3.212 0.971
4178310 1 188 3 965 36 358913914 36 0.89 1.12 0.707 0.271 -0.674 -0.571 0.779 0.761
8411893 1 93 3 786 34 1850913897 34 0.79 1 0.707 -0.51 -0.38 0.831 0.936 -0.582
5020708 1 286 3 1019 40 15413888 40 0 0 0.707 1.077 1.043 0.711 5.726 -0.378
1468130 1 95 3 834 44.6 1146139012 44.6 1.01 1.32 0.707 -0.493 -0.406 0.825 0.911 -0.626
4139294 1 280 3 1017 33.4 352713911 33.4 1.32 1.08 0.707 1.027 0.879 0.407 4.833 -0.753
7854906 1 202 3 872 31.2 1550413942 31.2 0.7 0.97 0.707 0.386 -0.555 -0.738 0.808 0.801
1412405 1 106 3 856 36.6 104113898 36.6 1.18 1.21 0.707 -0.403 -0.534 0.757 0.818 -0.787
9731557 1 29 3 753 39.6 1185139312 39.6 0.73 1.18 0.707 -1.036 0.905 -0.455 4.973 0.704
5614009 1 81 3 839 28 7060138512 28 0 0 0.707 -0.608 -0.206 0.821 1.164 -0.228
4095276 1 87 4 786 48.8 355813876 48.8 1.54 1.26 0.707 -0.559 -0.297 0.836 1.032 -0.422
1473043 1 293 3 961 30 1142139012 30 0.84 1.04 0.707 1.134 1.244 1.117 6.942 0.356
1310341 1 32 3 831 38 1136138510 38 0.82 0.98 0.707 -1.011 0.826 -0.315 4.563 0.834
2052843 1 52 3 830 41 2139210 41 1.09 1.3 0.707 -0.847 0.343 0.395 2.535 0.824
1547864 1 226 3 966 19.8 103213936 19.8 0.74 0.66 0.707 0.584 -0.252 -0.831 1.093 0.329
1493024 1 148 3 947 33 1253139111 33 1.09 1.12 0.707 -0.058 -0.785 0.131 0.794 -0.204
4202091 1 114 3 810 40.8 354313933 40.8 1.29 1.29 0.707 -0.337 -0.611 0.675 0.788 -0.812
1346769 1 95 3 890 39 105913883 39 1.62 1.15 0.707 -0.493 -0.406 0.825 0.911 -0.626
4087543 1 65 3 1110 27.8 354913878 27.8 0 0 0.707 -0.74 0.075 0.664 1.741 0.381
4190264 1 50 3 772 35.7 356113927 35.7 1.66 0.91 0.707 -0.863 0.387 0.341 2.689 0.873
3157902 1 112 3 902 28.6 2023139210 28.6 0.81 0.82 0.707 -0.353 -0.593 0.697 0.794 -0.813
1627337 1 169 3 861 22 1426139211 22 0.49 0.62 0.707 0.115 -0.77 -0.26 0.789 0.396
4140224 1 99 3 843 37 352213907 37 1.29 1.05 0.707 -0.46 -0.456 0.806 0.868 -0.702
5021397 1 115 3 864 31.1 15413892 31.1 0 0 0.707 -0.329 -0.62 0.663 0.786 -0.809
4138734 1 19 3 989 25.2 350713885 25.2 0.76 0.54 0.707 -1.118 1.185 -0.995 6.574 -0.109
1396039 1 52 3 921 24 100913902 24 0.64 0.8 0.707 -0.847 0.343 0.395 2.535 0.824
1522959 1 106 3 947 31.4 102313934 31.4 0.7 0.84 0.707 -0.403 -0.534 0.757 0.818 -0.787
1565612 1 17 3 739 18.9 104613939 18.9 0.78 0.6 0.707 -1.134 1.244 -1.117 6.942 -0.356
4175898 1 36 3 761 42.6 1413921 42.6 1.54 1.17 0.707 -0.978 0.722 -0.141 4.064 0.941
1362465 1 179 3 1003 29.8 13313883 29.8 0.86 0.87 0.707 0.197 -0.729 -0.432 0.781 0.625
4083104 1 286 3 1012 33.6 3531138512 33.6 0 0 0.707 1.077 1.043 0.711 5.726 -0.378
5032561 1 253 3 926 40.2 502813936 40.2 1.29 0 0.707 0.806 0.235 -0.515 2.188 -0.673
5012390 1 95 3 1107 45 154138811 45 0 0 0.707 -0.493 -0.406 0.825 0.911 -0.626
5025398 1 67 3 835 36 105139210 36 1.34 1.12 0.707 -0.723 0.037 0.694 1.647 0.303
1484738 1 114 3 899 31.6 1046139110 31.6 1.51 1 0.707 -0.337 -0.611 0.675 0.788 -0.812
1484240 1 37 3 802 19.98 123413919 19.98 0 0 0.707 -0.97 0.697 -0.101 3.947 0.957
5023153 1 211 3 967 33 15413913 33 0 0 0.707 0.46 -0.456 -0.806 0.868 0.702
3132608 1 178 3 1176 24.66 251713908 24.66 1.06 0.72 0.707 0.189 -0.734 -0.416 0.782 0.605
1464723 1 25 3 1026 29.2 120313897 29.2 0.95 0.87 0.707 -1.069 1.015 -0.658 5.568 0.455
3169721 1 94 3 816 35 200913941 35 1.05 1.02 0.707 -0.501 -0.393 0.828 0.923 -0.605
4125451 1 213 3 855 47.8 3600138910 47.8 0.6 1.57 0.707 0.477 -0.431 -0.816 0.888 0.666
4131531 1 255 3 1056 31.8 350013903 31.8 0.77 0.91 0.707 0.822 0.278 -0.469 2.32 -0.737
2056668 1 233 3 985 35.6 3413938 35.6 2.55 1.21 0.707 0.641 -0.141 -0.798 1.274 0.084
1465416 1 287 3 994 32.4 1208139011 32.4 1.08 1.05 0.707 1.085 1.071 0.766 5.888 -0.294
5020510 1 162 3 919 43 15413882 43 0 0 0.707 0.058 -0.785 -0.131 0.794 0.204
3125093 1 147 3 972 15.7 16813907 15.7 0.47 0.51 0.707 -0.066 -0.784 0.15 0.793 -0.233
9367586 1 77 3 820 32.5 2702613923 32.5 0 0 0.707 -0.641 -0.141 0.798 1.274 -0.084
1533301 1 38 3 788 25 135139110 25 0.71 0.7 0.707 -0.962 0.672 -0.061 3.833 0.969
1499606 1 18 3 699 36.9 1032139110 36.9 0.96 1.17 0.707 -1.126 1.214 -1.055 6.756 -0.229
4164133 1 299 3 1305 24 360013929 24 0.95 0.88 0.707 1.184 1.425 1.51 8.149 1.297
1554693 1 35 3 751 28 673139211 28 0.39 0.84 0.707 -0.986 0.748 -0.183 4.184 0.92
5020925 1 156 3 821 37 15413886 37 0 0 0.707 0.008 -0.79 -0.019 0.795 0.03
1413024 1 158 3 968 27 100013904 27 0.65 0.73 0.707 0.025 -0.79 -0.056 0.795 0.088
1323587 1 180 3 1095 28 123313874 28 0.87 0.84 0.707 0.205 -0.724 -0.449 0.78 0.643
8614894 1 117 3 922 40 39013929 40 0.4 0.4 0.707 -0.312 -0.636 0.638 0.783 -0.801
8611574 1 76 3 786 20.8 2100413901 20.8 0.73 0.65 0.707 -0.649 -0.124 0.791 1.305 -0.047
1488719 1 228 3 922 30.8 124913911 30.8 0.74 0.95 0.707 0.6 -0.221 -0.825 1.139 0.262
6935049 1 129 3 875 31 1124513912 31 1.22 0 0.707 -0.214 -0.718 0.465 0.78 -0.661
8612040 1 180 3 936 13 390139010 13 0.4 0.45 0.707 0.205 -0.724 -0.449 0.78 0.643
7815845 1 124 3 878 35.4 1550413885 35.4 1.17 0.87 0.707 -0.255 -0.688 0.542 0.778 -0.737
1417769 1 182 3 876 31 10713903 31 0.76 0.92 0.707 0.222 -0.713 -0.481 0.779 0.678
1360101 1 236 3 1000 41.1 102613881 41.1 1.21 1.22 0.707 0.666 -0.09 -0.774 1.371 -0.029
1289349 1 281 3 1146 25.4 1097138512 25.4 0.93 0.84 0.707 1.036 0.905 0.455 4.973 -0.704
2049009 1 270 3 1026 19.2 10138810 19.2 0.53 0.63 0.707 0.945 0.622 -0.015 3.615 -0.983
1377896 1 127 3 808 39 120913883 39 1.4 1.09 0.707 -0.23 -0.707 0.496 0.779 -0.694
1293693 1 199 3 975 33 11013868 33 1.12 1.04 0.707 0.362 -0.584 -0.708 0.797 0.812
1432113 1 154 3 852 42.6 1084138911 42.6 1.28 1.28 0.707 -0.008 -0.79 0.019 0.795 -0.03
7832800 1 132 3 974 41 15500139110 41 1.35 1.17 0.707 -0.189 -0.734 0.416 0.782 -0.605
7422196 1 119 3 976 35.8 36413942 35.8 1.07 1.01 0.707 -0.296 -0.652 0.612 0.781 -0.788
1334130 1 191 3 944 0 105613884 0 0 0 0.707 0.296 -0.652 -0.612 0.781 0.788
5023149 1 304 3 968 30 15413913 30 0 0 0.707 1.225 1.581 1.871 9.281 2.345
1409052 1 53 3 892 49 107413891 49 1.36 1.2 0.707 -0.838 0.321 0.421 2.461 0.796
4122008 1 51 3 874 39.6 355513896 39.6 1.52 1.26 0.707 -0.855 0.365 0.368 2.611 0.849
1521007 1 209 3 919 29 10713929 29 1.16 1.16 0.707 0.444 -0.479 -0.794 0.851 0.732
3117146 1 37 3 729 0 202613887 0 0 0 0.707 -0.97 0.697 -0.101 3.947 0.957
8415871 1 122 3 971 53.6 37713925 53.6 1.82 1.59 0.707 -0.271 -0.674 0.571 0.779 -0.761
7820224 1 82 3 860 28.4 15535138811 28.4 0.55 0.81 0.707 -0.6 -0.221 0.825 1.139 -0.262
1337103 1 125 3 929 35.6 104113875 35.6 1.24 1.12 0.707 -0.247 -0.694 0.527 0.779 -0.724
5020580 1 85 3 979 22.3 15413885 22.3 0 0 0.707 -0.575 -0.267 0.833 1.072 -0.361
9362206 1 142 3 893 30.5 2702313882 30.5 1.16 0 0.707 -0.107 -0.773 0.242 0.79 -0.37
1499763 1 161 3 931 36 104513927 36 1.46 1.07 0.707 0.049 -0.787 -0.113 0.794 0.176
3889967 1 146 3 867 27 204313909 27 1.22 0.86 0.707 -0.074 -0.782 0.168 0.793 -0.261
4087894 1 159 3 1290 32.2 356813885 32.2 1.18 0.93 0.707 0.033 -0.789 -0.075 0.795 0.118
4168422 1 20 3 774 40.6 353613918 40.6 0 1.26 0.707 -1.11 1.156 -0.936 6.397 0.002
1527653 1 135 3 998 32.7 122913931 32.7 0.71 0.89 0.707 -0.164 -0.748 0.365 0.784 -0.541
1319960 1 115 3 986 36.4 107413867 36.4 1.38 1.11 0.707 -0.329 -0.62 0.663 0.786 -0.809
1550421 1 10 3 830 25 116213929 25 1.36 0.84 0.707 -1.192 1.455 -1.58 8.366 -1.486
1515047 1 161 3 914 29.4 113313928 29.4 0.84 1.18 0.707 0.049 -0.787 -0.113 0.794 0.176
4070712 1 152 3 1016 26.3 355513855 26.3 0.77 0.73 0.707 -0.025 -0.79 0.056 0.795 -0.088
2044627 1 44 3 927 39.2 1013864 39.2 1.11 1.03 0.707 -0.912 0.526 0.157 3.212 0.971
3117664 1 176 3 1180 32.6 201913905 32.6 0.85 1.07 0.707 0.173 -0.743 -0.382 0.783 0.563
4098686 1 265 3 1006 38 350013884 38 1.29 1.19 0.707 0.904 0.502 -0.19 3.119 -0.96
2063649 1 255 3 1048 46 1013941 46 1.46 1.44 0.707 0.822 0.278 -0.469 2.32 -0.737
